,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
211511,555383,22147,FELTCRAFT BUTTERFLY HEARTS,2,6/2/2011 15:13,1.45,12517.0,Germany
211512,555383,22498,WOODEN REGATTA BUNTING,3,6/2/2011 15:13,5.95,12517.0,Germany
211513,555383,20682,RED RETROSPOT CHILDRENS UMBRELLA,2,6/2/2011 15:13,3.25,12517.0,Germany
211514,555383,20684,STRAWBERRY DREAM CHILDS UMBRELLA,2,6/2/2011 15:13,3.25,12517.0,Germany
211515,555383,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,3,6/2/2011 15:13,3.75,12517.0,Germany
211516,555383,20723,STRAWBERRY CHARLOTTE BAG,1,6/2/2011 15:13,0.85,12517.0,Germany
211517,555383,20723,STRAWBERRY CHARLOTTE BAG,3,6/2/2011 15:13,0.85,12517.0,Germany
211518,555383,22355,CHARLOTTE BAG SUKI DESIGN,3,6/2/2011 15:13,0.85,12517.0,Germany
211519,555383,22384,LUNCH BAG PINK POLKADOT,2,6/2/2011 15:13,1.65,12517.0,Germany
211520,555383,20725,LUNCH BAG RED RETROSPOT,3,6/2/2011 15:13,1.65,12517.0,Germany
211521,555383,21933,PINK VINTAGE PAISLEY PICNIC BAG,4,6/2/2011 15:13,1.65,12517.0,Germany
211522,555383,20716,PARTY FOOD SHOPPER BAG,3,6/2/2011 15:13,1.25,12517.0,Germany
211523,555383,20717,STRAWBERRY SHOPPER BAG,4,6/2/2011 15:13,1.25,12517.0,Germany
211524,555383,21932,SCANDINAVIAN PAISLEY PICNIC BAG,4,6/2/2011 15:13,1.65,12517.0,Germany
211525,555383,22664,TOY TIDY DOLLY GIRL DESIGN,1,6/2/2011 15:13,2.1,12517.0,Germany
211526,555383,21770,OPEN CLOSED METAL SIGN,1,6/2/2011 15:13,4.95,12517.0,Germany
211527,555383,22077,6 RIBBONS RUSTIC CHARM,3,6/2/2011 15:13,1.65,12517.0,Germany
211528,555383,21272,SALLE DE BAIN HOOK,4,6/2/2011 15:13,1.25,12517.0,Germany
211529,555383,22629,SPACEBOY LUNCH BOX ,2,6/2/2011 15:13,1.95,12517.0,Germany
211530,555383,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,3,6/2/2011 15:13,2.95,12517.0,Germany
211531,555383,22329,ROUND CONTAINER SET OF 5 RETROSPOT,1,6/2/2011 15:13,1.65,12517.0,Germany
211532,555383,22969,HOMEMADE JAM SCENTED CANDLES,12,6/2/2011 15:13,1.45,12517.0,Germany
211533,555383,72586,SET OF 6 HALLOWEEN GHOST T-LIGHTS,5,6/2/2011 15:13,0.42,12517.0,Germany
211534,555383,20973,12 PENCIL SMALL TUBE WOODLAND,6,6/2/2011 15:13,0.65,12517.0,Germany
211535,555383,20974,12 PENCILS SMALL TUBE SKULL,4,6/2/2011 15:13,0.65,12517.0,Germany
211536,555383,21125,SET 6 FOOTBALL CELEBRATION CANDLES,1,6/2/2011 15:13,1.25,12517.0,Germany
211537,555383,21122,SET/10 PINK POLKADOT PARTY CANDLES,6,6/2/2011 15:13,1.25,12517.0,Germany
211538,555383,21121,SET/10 RED POLKADOT PARTY CANDLES,4,6/2/2011 15:13,1.25,12517.0,Germany
211539,555383,21124,SET/10 BLUE POLKADOT PARTY CANDLES,6,6/2/2011 15:13,1.25,12517.0,Germany
211540,555383,23154,SET OF 4 JAM JAR MAGNETS,3,6/2/2011 15:13,2.08,12517.0,Germany
211541,555383,23159,SET OF 5 PANCAKE DAY MAGNETS,3,6/2/2011 15:13,2.08,12517.0,Germany
211542,555383,85049D,BRIGHT BLUES RIBBONS ,4,6/2/2011 15:13,1.25,12517.0,Germany
211543,555383,23006,TRAVEL CARD WALLET FLOWER MEADOW,4,6/2/2011 15:13,0.42,12517.0,Germany
211544,555383,23003,TRAVEL CARD WALLET VINTAGE ROSE ,8,6/2/2011 15:13,0.42,12517.0,Germany
211545,555383,23156,SET OF 5 MINI GROCERY MAGNETS,3,6/2/2011 15:13,2.08,12517.0,Germany
211546,555383,22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,3,6/2/2011 15:13,1.25,12517.0,Germany
211547,555383,22398,MAGNETS PACK OF 4 SWALLOWS,3,6/2/2011 15:13,1.25,12517.0,Germany
211548,555383,85049C,ROMANTIC PINKS RIBBONS ,4,6/2/2011 15:13,1.25,12517.0,Germany
211549,555383,22994,TRAVEL CARD WALLET RETROSPOT,4,6/2/2011 15:13,0.42,12517.0,Germany
211550,555383,22674,FRENCH TOILET SIGN BLUE METAL,1,6/2/2011 15:13,1.25,12517.0,Germany
211551,555383,23182,TOILET SIGN OCCUPIED OR VACANT,2,6/2/2011 15:13,0.83,12517.0,Germany
211552,555383,22494,EMERGENCY FIRST AID TIN ,3,6/2/2011 15:13,1.25,12517.0,Germany
211553,555383,22473,TV DINNER TRAY VINTAGE PAISLEY,2,6/2/2011 15:13,4.95,12517.0,Germany
211554,555383,22474,SPACEBOY TV DINNER TRAY,2,6/2/2011 15:13,4.95,12517.0,Germany
211555,555383,21424,WOODLAND STORAGE BOX LARGE ,2,6/2/2011 15:13,2.95,12517.0,Germany
211556,555383,21426,WOODLAND STORAGE BOX SMALL,2,6/2/2011 15:13,2.1,12517.0,Germany
211557,555383,22197,SMALL POPCORN HOLDER,5,6/2/2011 15:13,0.85,12517.0,Germany
211558,555383,22138,BAKING SET 9 PIECE RETROSPOT ,2,6/2/2011 15:13,4.95,12517.0,Germany
211559,555383,22617,BAKING SET SPACEBOY DESIGN,2,6/2/2011 15:13,4.95,12517.0,Germany
211560,555383,23051,RECYCLED ACAPULCO MAT BLUE,1,6/2/2011 15:13,8.25,12517.0,Germany
211561,555383,23053,RECYCLED ACAPULCO MAT PINK,2,6/2/2011 15:13,8.25,12517.0,Germany
211562,555383,22660,DOORMAT I LOVE LONDON,1,6/2/2011 15:13,7.95,12517.0,Germany
211563,555383,20685,DOORMAT RED RETROSPOT,1,6/2/2011 15:13,7.95,12517.0,Germany
212202,555417,22426,ENAMEL WASH BOWL CREAM,4,6/3/2011 10:17,3.75,12601.0,Germany
212203,555417,85054,FRENCH ENAMEL POT W LID,6,6/3/2011 10:17,2.95,12601.0,Germany
212204,555417,23147,SINGLE ANTIQUE ROSE HOOK IVORY,12,6/3/2011 10:17,1.45,12601.0,Germany
212205,555417,POST,POSTAGE,1,6/3/2011 10:17,18.0,12601.0,Germany
213141,555523,22331,WOODLAND PARTY BAG + STICKER SET,8,6/5/2011 11:36,1.65,12468.0,Germany
213142,555523,23204,CHARLOTTE BAG APPLES DESIGN,10,6/5/2011 11:36,0.85,12468.0,Germany
213143,555523,22431,WATERING CAN BLUE ELEPHANT,6,6/5/2011 11:36,1.95,12468.0,Germany
213144,555523,22432,WATERING CAN PINK BUNNY,6,6/5/2011 11:36,1.95,12468.0,Germany
213145,555523,22742,MAKE YOUR OWN PLAYTIME CARD KIT,6,6/5/2011 11:36,2.95,12468.0,Germany
213146,555523,22961,JAM MAKING SET PRINTED,12,6/5/2011 11:36,1.45,12468.0,Germany
213147,555523,22082,RIBBON REEL STRIPES DESIGN ,10,6/5/2011 11:36,1.65,12468.0,Germany
213148,555523,85049E,SCANDINAVIAN REDS RIBBONS,12,6/5/2011 11:36,1.25,12468.0,Germany
213149,555523,22077,6 RIBBONS RUSTIC CHARM,12,6/5/2011 11:36,1.65,12468.0,Germany
213150,555523,85049G,CHOCOLATE BOX RIBBONS ,12,6/5/2011 11:36,1.25,12468.0,Germany
213151,555523,85185B,PINK HORSE SOCK PUPPET,6,6/5/2011 11:36,2.95,12468.0,Germany
213152,555523,22492,MINI PAINT SET VINTAGE ,36,6/5/2011 11:36,0.65,12468.0,Germany
213153,555523,22968,ROSE COTTAGE KEEPSAKE BOX ,2,6/5/2011 11:36,9.95,12468.0,Germany
213154,555523,23298,SPOTTY BUNTING,3,6/5/2011 11:36,4.95,12468.0,Germany
213155,555523,22898,CHILDRENS APRON APPLES DESIGN,8,6/5/2011 11:36,1.95,12468.0,Germany
213156,555523,23254,CHILDRENS CUTLERY DOLLY GIRL ,4,6/5/2011 11:36,4.15,12468.0,Germany
213157,555523,23256,CHILDRENS CUTLERY SPACEBOY ,4,6/5/2011 11:36,4.15,12468.0,Germany
213158,555523,23255,CHILDRENS CUTLERY CIRCUS PARADE,4,6/5/2011 11:36,4.15,12468.0,Germany
213159,555523,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,12,6/5/2011 11:36,2.95,12468.0,Germany
213160,555523,22327,ROUND SNACK BOXES SET OF 4 SKULLS,6,6/5/2011 11:36,2.95,12468.0,Germany
213161,555523,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,24,6/5/2011 11:36,2.95,12468.0,Germany
213162,555523,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,6,6/5/2011 11:36,2.55,12468.0,Germany
213163,555523,22179,SET 10 NIGHT OWL LIGHTS,2,6/5/2011 11:36,6.75,12468.0,Germany
213164,555523,22436,12 COLOURED PARTY BALLOONS,20,6/5/2011 11:36,0.65,12468.0,Germany
213165,555523,20682,RED RETROSPOT CHILDRENS UMBRELLA,6,6/5/2011 11:36,3.25,12468.0,Germany
213166,555523,POST,POSTAGE,2,6/5/2011 11:36,18.0,12468.0,Germany
213708,555553,23204,CHARLOTTE BAG APPLES DESIGN,10,6/5/2011 13:45,0.85,12662.0,Germany
213709,555553,23298,SPOTTY BUNTING,3,6/5/2011 13:45,4.95,12662.0,Germany
213710,555553,20750,RED RETROSPOT MINI CASES,2,6/5/2011 13:45,7.95,12662.0,Germany
213711,555553,23199,JUMBO BAG APPLES,10,6/5/2011 13:45,2.08,12662.0,Germany
213712,555553,23200,JUMBO BAG PEARS,10,6/5/2011 13:45,2.08,12662.0,Germany
213713,555553,20719,WOODLAND CHARLOTTE BAG,10,6/5/2011 13:45,0.85,12662.0,Germany
213714,555553,23205,CHARLOTTE BAG VINTAGE ALPHABET ,10,6/5/2011 13:45,0.85,12662.0,Germany
213715,555553,22279,POCKET BAG BLUE PAISLEY RED SPOT,12,6/5/2011 13:45,1.25,12662.0,Germany
213716,555553,22280,POCKET BAG PINK PAISELY BROWN SPOT,12,6/5/2011 13:45,1.25,12662.0,Germany
213717,555553,22244,3 HOOK HANGER MAGIC GARDEN,12,6/5/2011 13:45,1.95,12662.0,Germany
213718,555553,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,12,6/5/2011 13:45,1.65,12662.0,Germany
213719,555553,47421,ASSORTED COLOUR LIZARD SUCTION HOOK,24,6/5/2011 13:45,0.42,12662.0,Germany
213720,555553,47422,ASSORTED MONKEY SUCTION CUP HOOK,24,6/5/2011 13:45,0.42,12662.0,Germany
213721,555553,21240,BLUE POLKADOT CUP,8,6/5/2011 13:45,0.85,12662.0,Germany
213722,555553,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,12,6/5/2011 13:45,2.95,12662.0,Germany
213723,555553,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,6/5/2011 13:45,2.95,12662.0,Germany
213724,555553,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,6/5/2011 13:45,1.65,12662.0,Germany
213725,555553,22556,PLASTERS IN TIN CIRCUS PARADE ,12,6/5/2011 13:45,1.65,12662.0,Germany
213726,555553,84997B,CHILDRENS CUTLERY RETROSPOT RED ,4,6/5/2011 13:45,4.15,12662.0,Germany
213727,555553,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,6/5/2011 13:45,4.95,12662.0,Germany
213728,555553,21914,BLUE HARMONICA IN BOX ,12,6/5/2011 13:45,1.25,12662.0,Germany
213729,555553,21238,RED RETROSPOT CUP,8,6/5/2011 13:45,0.85,12662.0,Germany
213730,555553,20674,GREEN POLKADOT BOWL,8,6/5/2011 13:45,1.25,12662.0,Germany
213731,555553,20676,RED RETROSPOT BOWL,8,6/5/2011 13:45,1.25,12662.0,Germany
213732,555553,20675,BLUE POLKADOT BOWL,8,6/5/2011 13:45,1.25,12662.0,Germany
213733,555553,21244,BLUE POLKADOT PLATE ,8,6/5/2011 13:45,1.69,12662.0,Germany
213734,555553,20685,DOORMAT RED RETROSPOT,2,6/5/2011 13:45,7.95,12662.0,Germany
213735,555553,23255,CHILDRENS CUTLERY CIRCUS PARADE,4,6/5/2011 13:45,4.15,12662.0,Germany
213736,555553,20977,36 PENCILS TUBE WOODLAND,16,6/5/2011 13:45,1.25,12662.0,Germany
213737,555553,21249,WOODLAND  HEIGHT CHART STICKERS ,6,6/5/2011 13:45,2.95,12662.0,Germany
213738,555553,POST,POSTAGE,2,6/5/2011 13:45,18.0,12662.0,Germany
214675,C555600,23200,JUMBO BAG PEARS,-10,6/6/2011 11:17,2.08,12633.0,Germany
214676,C555600,23204,CHARLOTTE BAG APPLES DESIGN,-3,6/6/2011 11:17,0.85,12633.0,Germany
215424,555719,21090,SET/6 COLLAGE PAPER PLATES,24,6/6/2011 15:31,0.39,12609.0,Germany
215425,555719,21084,SET/6 COLLAGE PAPER CUPS,24,6/6/2011 15:31,0.19,12609.0,Germany
215426,555719,21394,RED POLKADOT BEAKER ,48,6/6/2011 15:31,0.39,12609.0,Germany
215427,555719,21395,BLUE POLKADOT BEAKER ,48,6/6/2011 15:31,0.39,12609.0,Germany
215428,555719,21360,JOY LARGE WOOD LETTERS,4,6/6/2011 15:31,3.95,12609.0,Germany
215429,555719,35810A,ENAMEL PINK COFFEE CONTAINER,12,6/6/2011 15:31,0.83,12609.0,Germany
215430,555719,35809A,ENAMEL PINK TEA CONTAINER,6,6/6/2011 15:31,0.83,12609.0,Germany
215431,555719,85032A,ROMANTIC IMAGES GIFT WRAP SET,6,6/6/2011 15:31,2.1,12609.0,Germany
215432,555719,85159B,"WHITE TEA,COFFEE,SUGAR JARS",12,6/6/2011 15:31,1.95,12609.0,Germany
215433,555719,23205,CHARLOTTE BAG VINTAGE ALPHABET ,10,6/6/2011 15:31,0.85,12609.0,Germany
215434,555719,21990,MODERN FLORAL STATIONERY SET,6,6/6/2011 15:31,2.95,12609.0,Germany
215435,555719,22331,WOODLAND PARTY BAG + STICKER SET,8,6/6/2011 15:31,1.65,12609.0,Germany
215436,555719,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,12,6/6/2011 15:31,2.95,12609.0,Germany
215437,555719,21578,WOODLAND DESIGN  COTTON TOTE BAG,6,6/6/2011 15:31,2.25,12609.0,Germany
215438,555719,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,6/6/2011 15:31,2.95,12609.0,Germany
215439,555719,22113,GREY HEART HOT WATER BOTTLE,8,6/6/2011 15:31,3.75,12609.0,Germany
215440,555719,22781,GUMBALL MAGAZINE RACK,2,6/6/2011 15:31,7.65,12609.0,Germany
215441,555719,22467,GUMBALL COAT RACK,6,6/6/2011 15:31,2.55,12609.0,Germany
215442,555719,22349,DOG BOWL CHASING BALL DESIGN,6,6/6/2011 15:31,3.75,12609.0,Germany
215443,555719,21249,WOODLAND  HEIGHT CHART STICKERS ,6,6/6/2011 15:31,2.95,12609.0,Germany
215444,555719,23052,RECYCLED ACAPULCO MAT TURQUOISE,2,6/6/2011 15:31,8.25,12609.0,Germany
215445,555719,23054,RECYCLED ACAPULCO MAT LAVENDER,2,6/6/2011 15:31,8.25,12609.0,Germany
215446,555719,23049,RECYCLED ACAPULCO MAT RED,2,6/6/2011 15:31,8.25,12609.0,Germany
215447,555719,23050,RECYCLED ACAPULCO MAT GREEN,2,6/6/2011 15:31,8.25,12609.0,Germany
215448,555719,22897,OVEN MITT APPLES DESIGN,10,6/6/2011 15:31,1.45,12609.0,Germany
215449,555719,22979,PANTRY WASHING UP BRUSH,12,6/6/2011 15:31,1.45,12609.0,Germany
215450,555719,POST,POSTAGE,5,6/6/2011 15:31,18.0,12609.0,Germany
217084,C555881,22556,PLASTERS IN TIN CIRCUS PARADE ,-1,6/7/2011 15:37,1.65,12473.0,Germany
217085,C555881,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,-1,6/7/2011 15:37,2.95,12473.0,Germany
217086,C555881,21918,SET 12 KIDS COLOUR  CHALK STICKS,-3,6/7/2011 15:37,0.42,12473.0,Germany
217087,C555881,21498,RED RETROSPOT WRAP ,-25,6/7/2011 15:37,0.42,12473.0,Germany
217088,C555881,20981,12 PENCILS TALL TUBE WOODLAND,-4,6/7/2011 15:37,0.85,12473.0,Germany
217089,C555881,22704,WRAP RED APPLES ,-25,6/7/2011 15:37,0.42,12473.0,Germany
217090,C555881,22907,PACK OF 20 NAPKINS PANTRY DESIGN,-12,6/7/2011 15:37,0.85,12473.0,Germany
220070,556114,15044B,BLUE PAPER PARASOL ,6,6/9/2011 9:36,2.95,12569.0,Germany
220071,556114,15044A,PINK PAPER PARASOL ,6,6/9/2011 9:36,2.95,12569.0,Germany
220072,556114,15044D,RED PAPER PARASOL,12,6/9/2011 9:36,2.95,12569.0,Germany
220073,556114,15036,ASSORTED COLOURS SILK FAN,48,6/9/2011 9:36,0.83,12569.0,Germany
220074,556114,21578,WOODLAND DESIGN  COTTON TOTE BAG,6,6/9/2011 9:36,2.25,12569.0,Germany
220075,556114,POST,POSTAGE,1,6/9/2011 9:36,18.0,12569.0,Germany
220095,556118,POST,POSTAGE,2,6/9/2011 9:54,18.0,13811.0,Germany
220096,556118,23053,RECYCLED ACAPULCO MAT PINK,5,6/9/2011 9:54,8.25,13811.0,Germany
220097,556118,23049,RECYCLED ACAPULCO MAT RED,5,6/9/2011 9:54,8.25,13811.0,Germany
220098,556118,23052,RECYCLED ACAPULCO MAT TURQUOISE,10,6/9/2011 9:54,8.25,13811.0,Germany
220099,556118,23051,RECYCLED ACAPULCO MAT BLUE,8,6/9/2011 9:54,8.25,13811.0,Germany
220100,556118,23050,RECYCLED ACAPULCO MAT GREEN,8,6/9/2011 9:54,8.25,13811.0,Germany
222671,556443,15056BL,EDWARDIAN PARASOL BLACK,18,6/10/2011 15:28,5.95,12712.0,Germany
222672,556443,15056N,EDWARDIAN PARASOL NATURAL,18,6/10/2011 15:28,5.95,12712.0,Germany
222673,556443,15056P,EDWARDIAN PARASOL PINK,6,6/10/2011 15:28,5.95,12712.0,Germany
222674,556443,23050,RECYCLED ACAPULCO MAT GREEN,12,6/10/2011 15:28,8.25,12712.0,Germany
222675,556443,23052,RECYCLED ACAPULCO MAT TURQUOISE,12,6/10/2011 15:28,8.25,12712.0,Germany
222676,556443,23054,RECYCLED ACAPULCO MAT LAVENDER,6,6/10/2011 15:28,8.25,12712.0,Germany
222677,556443,23053,RECYCLED ACAPULCO MAT PINK,6,6/10/2011 15:28,8.25,12712.0,Germany
222678,556443,16016,LARGE CHINESE STYLE SCISSOR,10,6/10/2011 15:28,0.85,12712.0,Germany
222679,556443,POST,POSTAGE,4,6/10/2011 15:28,18.0,12712.0,Germany
223011,556469,21930,JUMBO STORAGE BAG SKULLS,20,6/12/2011 11:37,2.08,12516.0,Germany
223012,556469,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,20,6/12/2011 11:37,2.08,12516.0,Germany
223013,556469,22386,JUMBO BAG PINK POLKADOT,50,6/12/2011 11:37,2.08,12516.0,Germany
223014,556469,22385,JUMBO BAG SPACEBOY DESIGN,30,6/12/2011 11:37,2.08,12516.0,Germany
223015,556469,85099B,JUMBO BAG RED RETROSPOT,40,6/12/2011 11:37,2.08,12516.0,Germany
223016,556469,85099C,JUMBO  BAG BAROQUE BLACK WHITE,20,6/12/2011 11:37,2.08,12516.0,Germany
223017,556469,20719,WOODLAND CHARLOTTE BAG,20,6/12/2011 11:37,0.85,12516.0,Germany
223018,556469,20724,RED RETROSPOT CHARLOTTE BAG,50,6/12/2011 11:37,0.85,12516.0,Germany
223019,556469,22356,CHARLOTTE BAG PINK POLKADOT,50,6/12/2011 11:37,0.85,12516.0,Germany
223020,556469,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,20,6/12/2011 11:37,0.85,12516.0,Germany
223021,556469,20712,JUMBO BAG WOODLAND ANIMALS,10,6/12/2011 11:37,2.08,12516.0,Germany
223022,556469,21791,VINTAGE HEADS AND TAILS CARD GAME ,12,6/12/2011 11:37,1.25,12516.0,Germany
223023,556469,POST,POSTAGE,3,6/12/2011 11:37,18.0,12516.0,Germany
224197,556509,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,12,6/13/2011 10:33,1.65,12708.0,Germany
224198,556509,23236,DOILEY STORAGE TIN,6,6/13/2011 10:33,2.89,12708.0,Germany
224199,556509,23240,SET OF 4 KNICK KNACK TINS DOILEY ,6,6/13/2011 10:33,4.15,12708.0,Germany
224200,556509,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4,6/13/2011 10:33,4.95,12708.0,Germany
224201,556509,23242,TREASURE TIN BUFFALO BILL ,6,6/13/2011 10:33,2.08,12708.0,Germany
224202,556509,23245,SET OF 3 REGENCY CAKE TINS,4,6/13/2011 10:33,4.95,12708.0,Germany
224203,556509,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,24,6/13/2011 10:33,0.55,12708.0,Germany
224204,556509,22962,JAM JAR WITH PINK LID,12,6/13/2011 10:33,0.85,12708.0,Germany
224205,556509,22989,SET 2 PANTRY DESIGN TEA TOWELS,6,6/13/2011 10:33,3.25,12708.0,Germany
224206,556509,22990,COTTON APRON PANTRY DESIGN,2,6/13/2011 10:33,4.95,12708.0,Germany
224207,556509,23253,16 PIECE CUTLERY SET PANTRY DESIGN,2,6/13/2011 10:33,15.95,12708.0,Germany
224208,556509,22627,MINT KITCHEN SCALES,2,6/13/2011 10:33,8.5,12708.0,Germany
224209,556509,21843,RED RETROSPOT CAKE STAND,1,6/13/2011 10:33,10.95,12708.0,Germany
224210,556509,21578,WOODLAND DESIGN  COTTON TOTE BAG,6,6/13/2011 10:33,2.25,12708.0,Germany
224211,556509,21577,SAVE THE PLANET COTTON TOTE BAG,6,6/13/2011 10:33,2.25,12708.0,Germany
224212,556509,POST,POSTAGE,2,6/13/2011 10:33,18.0,12708.0,Germany
224354,556517,23118,PARISIENNE JEWELLERY DRAWER ,4,6/13/2011 10:52,7.5,12481.0,Germany
224355,556517,84692,BOX OF 24 COCKTAIL PARASOLS,25,6/13/2011 10:52,0.42,12481.0,Germany
224356,556517,23203,JUMBO BAG DOILEY PATTERNS,50,6/13/2011 10:52,2.08,12481.0,Germany
224357,556517,23202,JUMBO BAG VINTAGE LEAF,50,6/13/2011 10:52,2.08,12481.0,Germany
224358,556517,23208,LUNCH BAG VINTAGE LEAF DESIGN,20,6/13/2011 10:52,1.65,12481.0,Germany
224359,556517,23209,LUNCH BAG DOILEY PATTERN ,20,6/13/2011 10:52,1.65,12481.0,Germany
224360,556517,22728,ALARM CLOCK BAKELIKE PINK,8,6/13/2011 10:52,3.75,12481.0,Germany
224361,556517,22727,ALARM CLOCK BAKELIKE RED ,8,6/13/2011 10:52,3.75,12481.0,Germany
224362,556517,22730,ALARM CLOCK BAKELIKE IVORY,8,6/13/2011 10:52,3.75,12481.0,Germany
224363,556517,84663A,GRASS HOPPER WOODEN WALL CLOCK ,3,6/13/2011 10:52,5.95,12481.0,Germany
224364,556517,22847,BREAD BIN DINER STYLE IVORY,4,6/13/2011 10:52,14.95,12481.0,Germany
224365,556517,22961,JAM MAKING SET PRINTED,24,6/13/2011 10:52,1.45,12481.0,Germany
224366,556517,22962,JAM JAR WITH PINK LID,12,6/13/2011 10:52,0.85,12481.0,Germany
224367,556517,22993,SET OF 4 PANTRY JELLY MOULDS,12,6/13/2011 10:52,1.25,12481.0,Germany
224368,556517,23244,ROUND STORAGE TIN VINTAGE LEAF,12,6/13/2011 10:52,1.95,12481.0,Germany
224369,556517,23245,SET OF 3 REGENCY CAKE TINS,4,6/13/2011 10:52,4.95,12481.0,Germany
224370,556517,22849,BREAD BIN DINER STYLE MINT,2,6/13/2011 10:52,16.95,12481.0,Germany
224371,556517,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,12,6/13/2011 10:52,3.25,12481.0,Germany
224372,556517,23254,CHILDRENS CUTLERY DOLLY GIRL ,4,6/13/2011 10:52,4.15,12481.0,Germany
224373,556517,15036,ASSORTED COLOURS SILK FAN,12,6/13/2011 10:52,0.83,12481.0,Germany
224374,556517,22556,PLASTERS IN TIN CIRCUS PARADE ,24,6/13/2011 10:52,1.65,12481.0,Germany
224375,556517,22551,PLASTERS IN TIN SPACEBOY,24,6/13/2011 10:52,1.65,12481.0,Germany
224376,556517,22554,PLASTERS IN TIN WOODLAND ANIMALS,24,6/13/2011 10:52,1.65,12481.0,Germany
224377,556517,22637,PIGGY BANK RETROSPOT ,8,6/13/2011 10:52,2.55,12481.0,Germany
224378,556517,21787,RAIN PONCHO RETROSPOT,24,6/13/2011 10:52,0.85,12481.0,Germany
224379,556517,23237,SET OF 4 KNICK KNACK TINS LEAVES ,6,6/13/2011 10:52,4.15,12481.0,Germany
224380,556517,23240,SET OF 4 KNICK KNACK TINS DOILEY ,6,6/13/2011 10:52,4.15,12481.0,Germany
224381,556517,22627,MINT KITCHEN SCALES,2,6/13/2011 10:52,8.5,12481.0,Germany
224382,556517,POST,POSTAGE,5,6/13/2011 10:52,18.0,12481.0,Germany
224818,556578,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,12,6/13/2011 14:13,1.65,12472.0,Germany
224819,556578,23205,CHARLOTTE BAG VINTAGE ALPHABET ,10,6/13/2011 14:13,0.85,12472.0,Germany
224820,556578,23209,LUNCH BAG DOILEY PATTERN ,10,6/13/2011 14:13,1.65,12472.0,Germany
224821,556578,23235,STORAGE TIN VINTAGE LEAF,6,6/13/2011 14:13,2.89,12472.0,Germany
224822,556578,23236,DOILEY STORAGE TIN,6,6/13/2011 14:13,2.89,12472.0,Germany
224823,556578,23237,SET OF 4 KNICK KNACK TINS LEAVES ,6,6/13/2011 14:13,4.15,12472.0,Germany
224824,556578,23240,SET OF 4 KNICK KNACK TINS DOILEY ,6,6/13/2011 14:13,4.15,12472.0,Germany
224825,556578,23244,ROUND STORAGE TIN VINTAGE LEAF,6,6/13/2011 14:13,1.95,12472.0,Germany
224826,556578,23239,SET OF 4 KNICK KNACK TINS POPPIES,6,6/13/2011 14:13,4.15,12472.0,Germany
224827,556578,23275,SET OF 3 HANGING OWLS OLLIE BEAK,12,6/13/2011 14:13,1.25,12472.0,Germany
224828,556578,23306,SET OF 36 DOILIES PANTRY DESIGN,12,6/13/2011 14:13,1.45,12472.0,Germany
224829,556578,23308,SET OF 60 VINTAGE LEAF CAKE CASES ,24,6/13/2011 14:13,0.55,12472.0,Germany
224830,556578,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,24,6/13/2011 14:13,0.55,12472.0,Germany
224831,556578,22303,COFFEE MUG APPLES DESIGN,6,6/13/2011 14:13,2.55,12472.0,Germany
224832,556578,22704,WRAP RED APPLES ,25,6/13/2011 14:13,0.42,12472.0,Germany
224833,556578,22302,COFFEE MUG PEARS  DESIGN,6,6/13/2011 14:13,2.55,12472.0,Germany
224834,556578,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,6,6/13/2011 14:13,3.25,12472.0,Germany
224835,556578,22716,CARD CIRCUS PARADE,12,6/13/2011 14:13,0.42,12472.0,Germany
224836,556578,22973,CHILDREN'S CIRCUS PARADE MUG,12,6/13/2011 14:13,1.65,12472.0,Germany
224837,556578,23255,CHILDRENS CUTLERY CIRCUS PARADE,4,6/13/2011 14:13,4.15,12472.0,Germany
224838,556578,22976,CIRCUS PARADE CHILDRENS EGG CUP ,12,6/13/2011 14:13,1.25,12472.0,Germany
224839,556578,21669,BLUE STRIPE CERAMIC DRAWER KNOB,12,6/13/2011 14:13,1.25,12472.0,Germany
224840,556578,21668,RED STRIPE CERAMIC DRAWER KNOB,12,6/13/2011 14:13,1.25,12472.0,Germany
